/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p241_360.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MABW0_SI1664.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/8534-216564-0003.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/7314-93277-0029.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p254_034.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p265_196.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p269_086.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p240_346.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MRFK0_SX176.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/6538-81859-0036.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/868-131296-0004.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p244_361.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/FSKP0_SI468.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/2156-25563-0024.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MTML0_SX345.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p256_013.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/5054-18527-0007.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/5940-54016-0005.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MPLB0_SX314.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/472-130755-0021.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/6904-262291-0037.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MGAK0_SI2296.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/1460-138289-0032.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/6538-81843-0012.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p313_260.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p232_160.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/205-157088-0017.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p245_096.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/FDTD0_SX321.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/6492-68369-0000.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p254_111.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/4116-13256-0039.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p300_295.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/FSRH0_SI671.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MKAH0_SX178.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p255_273.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MDHS0_SX450.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p271_039.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/4133-6541-0095.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/p246_088.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/MGAR0_SX42.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/8011-280922-0009.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/203-132073-0018.wav,bonafide,clean
/home/woongjae/noise-tracing/multi-feature_fusion/Datasets/datasets/bonafide/clean/2638-10172-0098.wav,bonafide,clean
